Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes
2010.0,2013.0,6JD,Parole,White - Non-Hispanic,Under 25,Female,D Felony,Drug,Other Drug,Yes
2010.0,2013.0,4JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2010.0,2013.0,7JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No
2010.0,2013.0,2JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes
2010.0,2013.0,6JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,OWI,No
2010.0,2013.0,1JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No
2010.0,2013.0,1JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No
2010.0,2013.0,1JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No
2010.0,2013.0,NA,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Property,Vandalism,No
2010.0,2013.0,NA,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Property,Vandalism,No
2010.0,2013.0,NA,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,Yes
2010.0,2013.0,3JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Trafficking,No
2010.0,2013.0,3JD,Special Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Sex,Yes
2010.0,2013.0,3JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No
2010.0,2013.0,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes
2010.0,2013.0,7JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,7JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes
2010.0,2013.0,1JD,Parole,White - Non-Hispanic,45-54,Female,C Felony,Property,Theft,No
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes
2010.0,2013.0,1JD,Parole,White - Non-Hispanic,45-54,Female,Felony - Enhanced,Public Order,Flight/Escape,Yes
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Alcohol,No
2010.0,2013.0,7JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,Flight/Escape,Yes
2010.0,2013.0,4JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes
2010.0,2013.0,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes
2010.0,2013.0,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes
2010.0,2013.0,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes
2010.0,2013.0,4JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Arson,No
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Violent,Murder/Manslaughter,No
2010.0,2013.0,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes
2010.0,2013.0,NA,Discharged – End of Sentence,White -,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No
2010.0,2013.0,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No
2010.0,2013.0,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,Yes
2010.0,2013.0,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,Traffic,No
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Other Drug,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes
2010.0,2013.0,3JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Drug,Drug Possession,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Property,Burglary,Yes
2010.0,2013.0,1JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Other Drug,No
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes
2010.0,2013.0,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Sex Offender Registry/Residency,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes
2010.0,2013.0,7JD,Parole,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,Yes
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Public Order,OWI,No
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes
2010.0,2013.0,4JD,Parole,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,Yes
2010.0,2013.0,4JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,Yes
2010.0,2013.0,6JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,No
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Violent,Sex,No
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Violent,Other Violent,Yes
2010.0,2013.0,NA,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,Yes
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Serious Misdemeanor,Violent,Assault,No
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Violent,Assault,No
2010.0,2013.0,7JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Flight/Escape,Yes
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,No
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,No
2010.0,2013.0,6JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Violent,Murder/Manslaughter,No
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Vandalism,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No
2010.0,2013.0,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No
2010.0,2013.0,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No
2010.0,2013.0,3JD,Parole,White - Hispanic,Under 25,Male,C Felony,Violent,Other Violent,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Theft,No
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Hispanic,Under 25,Male,Felony - Enhanced,Drug,Trafficking,No
2010.0,2013.0,7JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Murder/Manslaughter,No
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes
2010.0,2013.0,7JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No
2010.0,2013.0,7JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No
2010.0,2013.0,2JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,No
2010.0,2013.0,1JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes
2010.0,2013.0,7JD,Special Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,No
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,45-54,Female,B Felony,Drug,Trafficking,No
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,45-54,Male,B Felony,Other,Other Criminal,No
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,Yes
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes
2010.0,2013.0,1JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Violent,Other Violent,No
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Other Drug,No
2010.0,2013.0,3JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Violent,Sex,Yes
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Theft,Yes
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Vandalism,Yes
2010.0,2013.0,NA,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,Serious Misdemeanor,Drug,Trafficking,No
2010.0,2013.0,7JD,Parole,White - Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes
2010.0,2013.0,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,No
2010.0,2013.0,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,No
2010.0,2013.0,5JD,Parole,White - Hispanic,Under 25,Male,D Felony,Property,Forgery/Fraud,No
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes
2010.0,2013.0,3JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Traffic,No
2010.0,2013.0,3JD,Special Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Violent,Sex,Yes
2010.0,2013.0,NA,Discharged – End of Sentence,White - Hispanic,25-34,Male,C Felony,Violent,Other Violent,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Hispanic,25-34,Male,C Felony,Violent,Other Violent,No
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes
2010.0,2013.0,NA,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No
2010.0,2013.0,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No
2010.0,2013.0,NA,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No
2010.0,2013.0,NA,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No
2010.0,2013.0,NA,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No
2010.0,2013.0,1JD,Parole,White - Non-Hispanic,Under 25,Male,B Felony,Drug,Trafficking,Yes
2010.0,2013.0,NA,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,No
2010.0,2013.0,NA,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,No
2010.0,2013.0,NA,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,No
2010.0,2013.0,8JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,No
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes
2010.0,2013.0,NA,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Vandalism,Yes
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes
2010.0,2013.0,1JD,Parole,White - Non-Hispanic,55 and Older,Male,Felony - Enhanced,Drug,Trafficking,Yes
2010.0,2013.0,6JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Violent,Sex,No
2010.0,2013.0,2JD,Parole,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes
2010.0,2013.0,7JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes
2010.0,2013.0,3JD,Parole,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,No
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,No
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,No
2010.0,2013.0,NA,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Sex,Yes
2010.0,2013.0,7JD,Parole,White - Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,Yes
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No
2010.0,2013.0,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No
2010.0,2013.0,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No
